Date,Tmax,Tmin,precip,GDD_Formula,GDD,AGDD,Tmax_7days_Avg,Tmin_7days_Avg,Prcp_7days_Avg,Prcp_days_Max,Year,Month,Day,Peak,DOY,Stage,Stage_1,Stage_2,Stage_3,Stage_4,Stage_5
8/29/2004,31.022001,21.450497,0.048959397,22.418649,22.418649,3040.63868,29.65083314,19.58058529,0.098131495,0.32380846,2004,8,29,0,242,,0,0,0,0,0
8/30/2004,29.871233,20.036543,0.23483658,21.136288,21.136288,3061.774968,29.83291786,20.18467586,0.131679578,0.32380846,2004,8,30,0,243,,0,0,0,0,0
8/31/2004,28.278208,18.781946,4.7066407,19.712477,19.712477,3081.487445,29.54006471,20.48438157,0.766041459,4.7066407,2004,8,31,0,244,,0,0,0,0,0
9/1/2004,28.692055,17.266182,0,19.1615185,19.1615185,3100.648963,29.62703329,20.01022043,0.766041459,4.7066407,2004,9,1,0,245,,0,0,0,0,0
9/2/2004,28.084734,16.807344,0,18.628439,18.628439,3119.277402,29.54178057,19.57897157,0.719783108,4.7066407,2004,9,2,0,246,,0,0,0,0,0
9/3/2004,27.760359,16.168764,0,18.1469615,18.1469615,3137.424364,29.28301657,18.82043014,0.712919525,4.7066407,2004,9,3,0,247,,0,0,0,0,0
9/4/2004,28.337442,18.693333,0.14991233,19.6977875,19.6977875,3157.122151,28.86371886,18.45780129,0.734335572,4.7066407,2004,9,4,0,248,,0,0,0,0,0
9/5/2004,27.44014,17.147224,0.06845414,18.476082,18.476082,3175.598233,28.35202443,17.843048,0.737120536,4.7066407,2004,9,5,0,249,,0,0,0,0,0
9/6/2004,23.409985,18.103184,1.1553103,16.9389845,16.9389845,3192.537218,27.428989,17.56685386,0.868616781,4.7066407,2004,9,6,0,250,,0,0,0,0,0
9/7/2004,26.744446,20.165731,1.8916277,19.6374885,19.6374885,3212.174706,27.20988014,17.76453743,0.466472067,1.8916277,2004,9,7,0,251,,0,0,0,0,0
9/8/2004,25.927532,22.432884,2.7098162,20.362608,20.362608,3232.537314,26.81494829,18.50263771,0.853588667,2.7098162,2004,9,8,0,252,,0,0,0,0,0
9/9/2004,27.540115,18.508766,21.46323,19.2068405,19.2068405,3251.744155,26.73714557,18.745698,3.919764381,21.46323,2004,9,9,0,253,,0,0,0,0,0
9/10/2004,28.121056,15.574813,0.08419229,18.0303345,18.0303345,3269.774489,26.78867371,18.66084786,3.931791851,21.46323,2004,9,10,0,254,,0,0,0,0,0
9/11/2004,26.703457,16.130205,0,17.599231,17.599231,3287.37372,26.55524729,18.29468671,3.910375804,21.46323,2004,9,11,0,255,,0,0,0,0,0
9/12/2004,26.6307,17.817984,0,18.406742,18.406742,3305.780462,26.439613,18.39050957,3.900596641,21.46323,2004,9,12,0,256,,0,0,0,0,0
9/13/2004,28.718365,16.284986,0,18.6840755,18.6840755,3324.464538,27.197953,18.130767,3.735552313,21.46323,2004,9,13,0,257,,0,0,0,0,0
9/14/2004,24.354462,17.205,0.11764769,16.962131,16.962131,3341.426669,26.85652671,17.70780543,3.482126597,21.46323,2004,9,14,0,258,,0,0,0,0,0
9/15/2004,19.91505,18.127539,8.047839,15.2036945,15.2036945,3356.630363,25.99760071,17.09275614,4.244701283,21.46323,2004,9,15,0,259,,0,0,0,0,0
9/16/2004,24.717482,19.176352,6.309743,18.129317,18.129317,3374.75968,25.59436743,17.18812557,2.079917426,8.047839,2004,9,16,0,260,,0,0,0,0,0
9/17/2004,27.250938,20.30826,0.074213035,19.961999,19.961999,3394.721679,25.47006486,17.86433229,2.078491818,8.047839,2004,9,17,0,261,,0,0,0,0,0
9/18/2004,23.114128,14.18356,38.295525,14.831244,14.831244,3409.552923,24.95730357,17.58624014,7.549281104,38.295525,2004,9,18,0,262,,0,0,0,0,0
9/19/2004,20.757013,8.949025,1.0253218,11.035419,11.035419,3420.588342,24.11820543,16.319246,7.695755646,38.295525,2004,9,19,0,263,,0,0,0,0,0
9/20/2004,21.462101,9.441932,0.030133646,11.6344165,11.6344165,3432.222759,23.08159629,15.34166686,7.700060453,38.295525,2004,9,20,0,264,,0,0,0,0,0
9/21/2004,25.940172,9.105598,0.4784577,13.705285,13.705285,3445.928044,23.30812629,14.18460943,7.75160474,38.295525,2004,9,21,0,265,,0,0,0,0,0
9/22/2004,29.3406,12.230575,0,16.9679875,16.9679875,3462.896031,24.65463343,13.342186,6.601913454,38.295525,2004,9,22,0,266,,0,0,0,0,0
9/23/2004,29.364447,12.977911,0.05781436,17.353579,17.353579,3480.24961,25.31848557,12.45669443,5.708780792,38.295525,2004,9,23,0,267,,0,0,0,0,0
9/24/2004,25.624594,15.0648365,0.24362233,16.52711525,16.52711525,3496.776725,25.08615071,11.70763393,5.732982119,38.295525,2004,9,24,0,268,,0,0,0,0,0
9/25/2004,25.203493,13.744924,0,15.6566085,15.6566085,3512.433334,25.38463143,11.64497164,0.262192834,1.0253218,2004,9,25,0,269,,0,0,0,0,0
9/26/2004,24.200594,14.413288,0,15.489341,15.489341,3527.922675,25.87657157,12.42558064,0.115718291,0.4784577,2004,9,26,0,270,,0,0,0,0,0
9/27/2004,22.99248,15.889972,0,15.623626,15.623626,3543.546301,26.09519714,13.34672921,0.111413484,0.4784577,2004,9,27,0,271,,0,0,0,0,0
9/28/2004,23.942898,18.565197,3.9291394,17.4364475,17.4364475,3560.982748,25.80987229,14.6981005,0.604368013,3.9291394,2004,9,28,0,272,,0,0,0,0,0
9/29/2004,21.949942,17.464628,42.873158,15.889685,15.889685,3576.872433,24.754064,15.44582236,6.72910487,42.873158,2004,9,29,0,273,,0,0,0,0,0
9/30/2004,23.575853,14.988917,1.560658,15.464785,15.464785,3592.337218,23.927122,15.73310893,6.943796819,42.873158,2004,9,30,0,274,,0,0,0,0,0
10/1/2004,23.49023,11.012331,0.08029728,13.4336805,13.4336805,3605.770899,23.62221286,15.15417957,6.920464669,42.873158,2004,10,1,0,275,,0,0,0,0,0
10/2/2004,23.446955,17.24201,1.9261059,16.5268825,16.5268825,3622.297781,23.37127886,15.65376329,7.195622654,42.873158,2004,10,2,0,276,,0,0,0,0,0
10/3/2004,20.573668,13.705757,3.1519656,13.3221125,13.3221125,3635.619894,22.85314657,15.55268743,7.645903454,42.873158,2004,10,3,0,277,,0,0,0,0,0
10/4/2004,23.271515,12.485199,0,14.060757,14.060757,3649.680651,22.89300871,15.06629129,7.645903454,42.873158,2004,10,4,0,278,,0,0,0,0,0
10/5/2004,17.095783,6.785631,0,8.123107,8.123107,3657.803758,21.91484943,13.38349614,7.084597826,42.873158,2004,10,5,0,279,,0,0,0,0,0
10/6/2004,16.139894,4.1781416,0,6.3414178,6.3414178,3664.145176,21.08484257,11.48542666,0.959860969,3.1519656,2004,10,6,0,280,,0,0,0,0,0
10/7/2004,23.470417,5.7910514,0,10.8131342,10.8131342,3674.95831,21.06978029,10.17144586,0.736909826,3.1519656,2004,10,7,0,281,,0,0,0,0,0
10/8/2004,23.973717,8.3067255,0.07564252,12.32262125,12.32262125,3687.280931,21.13884986,9.784930786,0.73624486,3.1519656,2004,10,8,0,282,,0,0,0,0,0
10/9/2004,21.903818,11.744037,0,13.0063275,13.0063275,3700.287259,20.91840171,8.999506071,0.461086874,3.1519656,2004,10,9,0,283,,0,0,0,0,0
10/10/2004,21.707964,11.226815,0,12.6497895,12.6497895,3712.937048,21.080444,8.6453715,0.010806074,0.07564252,2004,10,10,0,284,,0,0,0,0,0
10/11/2004,17.307068,7.3185725,0,8.49522025,8.49522025,3721.432268,20.22838014,7.907282,0.010806074,0.07564252,2004,10,11,0,285,,0,0,0,0,0
10/12/2004,19.748575,3.504819,0,7.809097,3.8176,3725.249868,20.60735043,7.438594571,0.010806074,0.07564252,2004,10,12,0,286,,0,0,0,0,0
10/13/2004,15.598946,5.42768,0.05134673,6.695713,6.695713,3731.945581,20.53007214,7.617100057,0.018141321,0.07564252,2004,10,13,0,287,,0,0,0,0,0
10/14/2004,20.570288,11.266319,1.972778,12.1007035,12.1007035,3744.046285,20.115768,8.399281143,0.29996675,1.972778,2004,10,14,0,288,,0,0,0,0,0
10/15/2004,18.16329,8.700986,0.48767152,9.614538,9.614538,3753.660823,19.285707,8.455604071,0.358828036,1.972778,2004,10,15,0,289,,0,0,0,0,0
10/16/2004,16.690859,5.1110587,3.1317267,7.08335885,7.08335885,3760.744182,18.54099857,7.508035743,0.806217564,3.1317267,2004,10,16,0,290,,0,0,0,0,0
10/17/2004,17.66377,3.2922847,3.0218108,6.66042735,3.8176,3764.561782,17.96325657,6.374531414,1.237904821,3.1317267,2004,10,17,0,291,,0,0,0,0,0
10/18/2004,18.150343,1.6531757,0,6.08415935,3.8176,3768.379382,18.08372443,5.565189014,1.237904821,3.1317267,2004,10,18,0,292,,0,0,0,0,0
10/19/2004,16.332735,12.44574,0.6858284,10.5716375,10.5716375,3778.951019,17.59574729,6.842463443,1.335880307,3.1317267,2004,10,19,0,293,,0,0,0,0,0
10/20/2004,12.13426,11.257549,2.4554567,7.8783045,7.8783045,3786.829324,17.10079214,7.675301871,1.679324589,3.1317267,2004,10,20,0,294,,0,0,0,0,0
10/21/2004,12.750059,11.098509,7.831117,8.106684,8.106684,3794.936008,15.98361657,7.651329014,2.51623016,7.831117,2004,10,21,0,295,,0,0,0,0,0
10/22/2004,13.106312,7.742845,0.5261192,6.6069785,6.6069785,3801.542986,15.26119114,7.514451729,2.521722686,7.831117,2004,10,22,0,296,,0,0,0,0,0
10/23/2004,14.312211,4.892186,0.21281898,5.7845985,5.7845985,3807.327585,14.92138429,7.4831842,2.104735869,7.831117,2004,10,23,0,297,,0,0,0,0,0
10/24/2004,10.732273,6.155671,1.2825629,4.626372,4.626372,3811.953957,13.93117043,7.892239386,1.856271883,7.831117,2004,10,24,0,298,,0,0,0,0,0
10/25/2004,14.467835,8.457631,1.0736434,7.645133,7.645133,3819.59909,13.40509786,8.864304429,2.009649511,7.831117,2004,10,25,0,299,,0,0,0,0,0
10/26/2004,18.806591,5.261494,0.020750474,8.2164425,8.2164425,3827.815532,13.75850586,7.837983571,1.914638379,7.831117,2004,10,26,0,300,,0,0,0,0,0
10/27/2004,16.723764,7.552309,0,8.3204365,8.3204365,3836.135969,14.41414929,7.308663571,1.563858851,7.831117,2004,10,27,0,301,,0,0,0,0,0
10/28/2004,17.095577,9.095095,0.1298776,9.277736,9.277736,3845.413705,15.03493757,7.022461571,0.463681793,1.2825629,2004,10,28,0,302,,0,0,0,0,0
10/29/2004,14.782891,11.97545,0.04784014,9.5615705,9.5615705,3854.975275,15.27444886,7.627119429,0.395356213,1.2825629,2004,10,29,0,303,,0,0,0,0,0
10/30/2004,23.0539,14.611291,0.91670895,15.0149955,15.0149955,3869.990271,16.52326157,9.015563,0.495911923,1.2825629,2004,10,30,0,304,,0,0,0,0,0
10/31/2004,26.030926,12.554795,0.07627466,15.4752605,15.4752605,3885.465531,18.70878343,9.929723571,0.323585032,1.0736434,2004,10,31,0,305,,0,0,0,0,0
11/1/2004,21.33512,10.099064,0,11.899492,11.899492,3897.365023,19.68982414,10.164214,0.170207403,0.91670895,2004,11,1,0,306,,0,0,0,0,0
11/2/2004,22.98219,8.912024,0,12.129507,12.129507,3909.49453,20.28633829,10.68571829,0.16724305,0.91670895,2004,11,2,0,307,,0,0,0,0,0
11/3/2004,20.71341,8.713258,0,10.895734,10.895734,3920.390264,20.85628771,10.85156814,0.16724305,0.91670895,2004,11,3,0,308,,0,0,0,0,0
11/4/2004,11.134099,6.9977856,0.12829842,5.2483423,5.2483423,3925.638606,20.004648,10.55195251,0.167017453,0.91670895,2004,11,4,0,309,,0,0,0,0,0
11/5/2004,13.592334,4.1582026,35.64544,5.0576683,5.0576683,3930.696275,19.83456843,9.435202886,5.252388861,35.64544,2004,11,5,0,310,,0,0,0,0,0
11/6/2004,17.412151,1.407244,0,5.5920975,3.8176,3934.513875,19.02860429,7.548910457,5.12143044,35.64544,2004,11,6,0,311,,0,0,0,0,0
11/7/2004,21.296469,3.4664962,0,8.5638826,3.8176,3938.331475,18.35225329,6.250582057,5.11053406,35.64544,2004,11,7,0,312,,0,0,0,0,0
11/8/2004,13.602837,0.9140142,0,3.4408256,3.8176,3942.149075,17.24764143,4.938432086,5.11053406,35.64544,2004,11,8,0,313,,0,0,0,0,0
11/9/2004,9.213816,-1.2168312,0,0.1808924,3.8176,3945.966675,15.28073086,3.491452771,5.11053406,35.64544,2004,11,9,0,314,,0,0,0,0,0
11/10/2004,11.101865,-2.506857,0,0.479904,3.8176,3949.784275,13.907653,1.8885792,5.11053406,35.64544,2004,11,10,0,315,,0,0,0,0,0
11/11/2004,13.775585,5.0895886,0,5.6149868,5.6149868,3955.399262,14.28500814,1.615979629,5.092205714,35.64544,2004,11,11,0,316,,0,0,0,0,0
11/12/2004,9.192193,5.693393,15.198255,3.625193,3.625193,3959.024455,13.65641657,1.835292543,2.171179286,15.198255,2004,11,12,0,317,,0,0,0,0,0
11/13/2004,9.325258,1.1102815,37.1857,1.40016975,3.8176,3962.842055,12.50114614,1.792869329,7.483422143,37.1857,2004,11,13,0,318,,0,0,0,0,0
11/14/2004,10.0899935,-0.90968055,0,0.772556475,3.8176,3966.659655,10.90022107,1.167701221,7.483422143,37.1857,2004,11,14,0,319,,0,0,0,0,0
11/15/2004,15.459279,-2.1714523,0,2.82631335,3.8176,3970.477255,11.16542707,0.726920293,7.483422143,37.1857,2004,11,15,0,320,,0,0,0,0,0
11/16/2004,17.10602,0.26322225,0,4.867021125,3.8176,3974.294855,12.29288479,0.9383565,7.483422143,37.1857,2004,11,16,0,321,,0,0,0,0,0
11/17/2004,16.28186,1.4890255,0,5.06784275,3.8176,3978.112455,13.03288407,1.509196857,7.483422143,37.1857,2004,11,17,0,322,,0,0,0,0,0
11/18/2004,18.100218,7.793749,0.86361635,9.1293835,9.1293835,3987.241838,13.65068879,1.895505486,7.606795907,37.1857,2004,11,18,0,323,,0,0,0,0,0
11/19/2004,15.118924,6.7776875,0,7.13070575,7.13070575,3994.372544,14.49736464,2.0504047,5.435616621,37.1857,2004,11,19,0,324,,0,0,0,0,0
11/20/2004,14.789564,10.990342,2.3887315,9.072353,9.072353,4003.444897,15.27797979,3.461841914,0.464621121,2.3887315,2004,11,20,0,325,,0,0,0,0,0
11/21/2004,16.31336,10.631861,2.262776,9.6550105,9.6550105,4013.099907,16.16703214,5.110633564,0.787874836,2.3887315,2004,11,21,0,326,,0,0,0,0,0
11/22/2004,13.731809,10.909261,0,8.502935,8.502935,4021.602842,15.92025071,6.979306893,0.787874836,2.3887315,2004,11,22,0,327,,0,0,0,0,0
11/23/2004,12.026768,9.612347,0.7246717,7.0019575,7.0019575,4028.6048,15.19464329,8.314896143,0.891399364,2.3887315,2004,11,23,0,328,,0,0,0,0,0
11/24/2004,17.757484,11.7017355,2.0216794,10.91200975,10.91200975,4039.51681,15.40544671,9.773854714,1.180210707,2.3887315,2004,11,24,0,329,,0,0,0,0,0
11/25/2004,18.774857,2.4949462,4.836855,6.8173016,3.8176,4043.33441,15.50182371,9.016882886,1.747816229,4.836855,2004,11,25,0,330,,0,0,0,0,0
11/26/2004,8.676509,-1.3732414,2.8553932,-0.1659662,3.8176,4047.15201,14.58147871,7.852464471,2.155729543,4.836855,2004,11,26,0,331,,0,0,0,0,0
11/27/2004,12.511223,0.84230065,0,2.859161825,3.8176,4050.96961,14.25600143,6.402744279,1.814482186,4.836855,2004,11,27,0,332,,0,0,0,0,0
11/28/2004,14.941522,3.5203106,8.266645,5.4133163,3.8176,4054.78721,14.06002457,5.386808507,2.672177757,8.266645,2004,11,28,0,333,,0,0,0,0,0
11/29/2004,10.526361,0.93079865,0.5552872,1.910979825,3.8176,4058.60481,13.60210343,3.961313886,2.7515045,8.266645,2004,11,29,0,334,,0,0,0,0,0
11/30/2004,11.744328,3.1812618,0,3.6451949,3.8176,4062.42241,13.56175486,3.042587429,2.647979971,8.266645,2004,11,30,0,335,,0,0,0,0,0
12/1/2004,13.759071,2.2808523,6.814199,4.20236165,3.8176,4066.24001,12.990553,1.696746971,3.332625629,8.266645,2004,12,1,0,336,,0,0,0,0,0
12/2/2004,11.142415,-2.0670469,1.5831536,0.72008405,3.8176,4070.05761,11.90020414,1.045033671,2.867811143,8.266645,2004,12,2,0,337,,0,0,0,0,0
12/3/2004,11.166217,-1.8481245,0,0.84144625,3.8176,4073.87521,12.25587671,0.977193229,2.459897829,8.266645,2004,12,3,0,338,,0,0,0,0,0
12/4/2004,9.572208,-3.3108947,0,-0.68694335,3.8176,4077.69281,11.83601743,0.383879607,2.459897829,8.266645,2004,12,4,0,339,,0,0,0,0,0
12/5/2004,14.711319,-0.27739215,0,3.399363425,3.8176,4081.51041,11.80313129,-0.158649357,1.278948543,6.814199,2004,12,5,0,340,,0,0,0,0,0
12/6/2004,11.495846,4.5865865,0.032752596,4.22361625,4.22361625,4085.734026,11.94162914,0.36360605,1.204300742,6.814199,2004,12,6,0,341,,0,0,0,0,0
12/7/2004,17.847755,8.396129,7.558801,9.304342,9.304342,4095.038368,12.81354729,1.108587079,2.284129457,7.558801,2004,12,7,0,342,,0,0,0,0,0
12/8/2004,18.15083,5.424597,2.9773152,7.9701135,7.9701135,4103.008481,13.44094143,1.557693464,1.736003199,7.558801,2004,12,8,0,343,,0,0,0,0,0
12/9/2004,9.674749,2.9936543,0,2.51660165,3.8176,4106.826081,13.23127486,2.280650779,1.509838399,7.558801,2004,12,9,0,344,,0,0,0,0,0
12/10/2004,10.763794,8.280251,18.889591,5.7044225,5.7044225,4112.530504,13.17378586,3.727561564,4.208351399,18.889591,2004,12,10,0,345,,0,0,0,0,0
12/11/2004,11.491144,4.4808683,2.9644883,4.16840615,4.16840615,4116.69891,13.44791957,4.840670564,4.631849728,18.889591,2004,12,11,0,346,,0,0,0,0,0
12/12/2004,9.787255,4.0249004,3.2160523,3.0884777,3.0884777,4119.787388,12.74448186,5.455283786,5.091285771,18.889591,2004,12,12,0,347,,0,0,0,0,0
12/13/2004,8.706379,1.6309078,1.2618295,1.3510434,3.8176,4123.604988,12.34598657,5.033043971,5.266868186,18.889591,2004,12,13,0,348,,0,0,0,0,0
12/14/2004,3.9469945,-1.8571503,0.033982106,-2.7726779,3.8176,4127.422588,10.36016364,3.568289786,4.191894058,18.889591,2004,12,14,0,349,,0,0,0,0,0
12/15/2004,2.6138263,-5.129345,0,-5.07535935,3.8176,4131.240188,8.140591686,2.060583786,3.766563315,18.889591,2004,12,15,0,350,,0,0,0,0,0
12/16/2004,7.721912,-7.3860826,0,-3.6496853,3.8176,4135.057788,7.861614971,0.577764229,3.766563315,18.889591,2004,12,16,0,351,,0,0,0,0,0
12/17/2004,10.024667,-2.9019225,0,-0.25622775,3.8176,4138.875388,7.7560254,-1.019689129,1.068050315,3.2160523,2004,12,17,0,352,,0,0,0,0,0
12/18/2004,8.865986,-4.1573753,0,-1.46329465,3.8176,4142.692988,7.381002829,-2.253723929,0.644551987,3.2160523,2004,12,18,0,353,,0,0,0,0,0
12/19/2004,5.4919252,-8.0978775,0,-5.12057615,3.8176,4146.510588,6.767384286,-3.985549343,0.185115944,1.2618295,2004,12,19,0,354,,0,0,0,0,0
12/20/2004,-4.7984514,-11.945203,1.1616383,-12.1894272,3.8176,4150.328188,4.8381228,-5.924993743,0.170802915,1.1616383,2004,12,20,0,355,,0,0,0,0,0
12/21/2004,7.3396654,-6.95742,0,-3.6264773,3.8176,4154.145788,5.322790071,-6.6536037,0.165948329,1.1616383,2004,12,21,0,356,,0,0,0,0,0
12/22/2004,15.100201,-1.3192039,0.104640186,3.07289855,3.8176,4157.963388,7.106557886,-6.109297829,0.180896927,1.1616383,2004,12,22,0,357,,0,0,0,0,0
12/23/2004,15.470519,1.1369737,0.64038503,4.48614635,3.8176,4161.780988,8.213501743,-4.891718357,0.272380502,1.1616383,2004,12,23,0,358,,0,0,0,0,0
12/24/2004,1.2010032,-5.6458516,21.385418,-6.0400242,3.8176,4165.598588,6.952978343,-5.283708229,3.327440217,21.385418,2004,12,24,0,359,,0,0,0,0,0
12/25/2004,-0.45663652,-6.629548,0,-7.36069226,3.8176,4169.416188,5.621175126,-5.636875757,3.327440217,21.385418,2004,12,25,0,360,,0,0,0,0,0
12/26/2004,0.5033647,-6.647499,0,-6.88966715,3.8176,4173.233788,4.908523626,-5.429678829,3.327440217,21.385418,2004,12,26,0,361,,0,0,0,0,0
12/27/2004,-0.30416805,-5.5666175,2.4993298,-6.752992775,3.8176,4177.051388,5.550564104,-4.518452329,3.518539002,21.385418,2004,12,27,0,362,,0,0,0,0,0
12/28/2004,2.230319,-9.410632,0,-7.4077565,3.8176,4180.868988,4.820657476,-4.868911186,3.518539002,21.385418,2004,12,28,0,363,,0,0,0,0,0
12/29/2004,11.783857,-0.27364188,0,1.93750756,3.8176,4184.686588,4.346894047,-4.719545183,3.503590404,21.385418,2004,12,29,0,364,,0,0,0,0,0
12/30/2004,9.120714,-1.2924473,0,0.09653335,3.8176,4188.504188,3.439779047,-5.066605326,3.412106829,21.385418,2004,12,30,0,365,,0,0,0,0,0
12/31/2004,15.972817,3.9446175,0,6.14111725,6.14111725,4194.645305,5.550038161,-3.696538311,0.357047114,2.4993298,2004,12,31,0,366,,0,0,0,0,0
1/1/2005,22.19324,3.2038343,0,8.88093715,3.8176,3.8176,8.785734807,-2.291769411,0.357047114,2.4993298,2005,1,1,0,1,Observation,0,0,0,0,0
1/2/2005,10.43594,3.8488579,0,3.32479895,3.32479895,7.14239895,10.20467414,-0.792289854,0.357047114,2.4993298,2005,1,2,0,2,Observation,0,0,0,0,0
1/3/2005,18.545258,4.87937,0,7.894714,7.894714,15.03711295,12.89744929,0.699994074,0,0,2005,1,3,0,3,Observation,0,0,0,0,0
1/4/2005,20.809484,9.220019,0.34322166,11.1971515,11.1971515,26.23426445,15.55161571,3.361515646,0.049031666,0.34322166,2005,1,4,0,4,Observation,0,0,0,0,0
1/5/2005,9.429752,4.31591,3.4836993,3.055231,3.055231,29.28949545,15.215315,4.017165914,0.546702994,3.4836993,2005,1,5,0,5,Observation,0,0,0,0,0
1/6/2005,7.1310916,3.8482406,1.4677182,1.6720661,1.6720661,30.96156155,14.93108323,4.7515499,0.756377023,3.4836993,2005,1,6,0,6,Observation,0,0,0,0,0
1/7/2005,8.310823,4.566481,0.39101458,2.621052,2.621052,33.58261355,13.83651266,4.840387543,0.812236249,3.4836993,2005,1,7,0,7,Observation,0,0,0,0,0
1/8/2005,11.984521,2.7068949,3.3938572,3.52810795,3.8176,37.40021355,12.37812423,4.7693962,1.297072991,3.4836993,2005,1,8,0,8,Observation,0,0,0,0,0
1/9/2005,6.1182766,-0.11635554,1.8114592,-0.81663947,3.8176,41.21781355,11.76131517,4.202937137,1.555852877,3.4836993,2005,1,9,0,9,Observation,0,0,0,0,0
1/10/2005,12.336342,0.37660435,0,2.538873175,3.8176,45.03541355,10.87432717,3.559684901,1.555852877,3.4836993,2005,1,10,0,10,Observation,0,0,0,0,0
1/11/2005,9.288836,3.438332,0,2.545984,3.8176,48.85301355,9.228520314,2.733729616,1.506821211,3.4836993,2005,1,11,0,11,Observation,0,0,0,0,0
1/12/2005,11.268229,4.401128,2.3867111,4.0170785,4.0170785,52.87009205,9.491159886,2.745903616,1.350108611,3.3938572,2005,1,12,0,12,Observation,0,0,0,0,0
1/13/2005,20.636751,6.0535955,0.10120021,9.52757325,9.52757325,62.3976653,11.4205398,3.060954316,1.154891756,3.3938572,2005,1,13,0,13,Observation,0,0,0,0,0
1/14/2005,17.160782,1.5224686,47.169353,5.5240253,3.8176,66.2152653,12.68481966,2.626095401,7.83751153,47.169353,2005,1,14,0,14,Observation,0,0,0,0,0
1/15/2005,2.9390936,-1.5780632,7.973593,-3.1370848,3.8176,70.0328653,11.39261574,2.01395853,8.491759501,47.169353,2005,1,15,0,15,Observation,0,0,0,0,0
1/16/2005,2.832156,-2.134375,0,-3.4687095,3.8176,73.8504653,10.92316994,1.725670036,8.232979616,47.169353,2005,1,16,0,16,Observation,0,0,0,0,0
1/17/2005,-0.6660806,-8.392575,0,-8.3469278,3.8176,77.6680653,9.065681,0.472930129,8.232979616,47.169353,2005,1,17,0,17,Observation,0,0,0,0,0
1/18/2005,-4.4798717,-10.562229,1.2101923,-11.33865035,3.8176,81.4856653,7.098722757,-1.527150014,8.40586423,47.169353,2005,1,18,0,18,Observation,0,0,0,0,0
1/19/2005,-3.3644173,-9.363769,0,-10.18169315,3.8176,85.3032653,5.008344714,-3.493563871,8.064905501,47.169353,2005,1,19,0,19,Observation,0,0,0,0,0
1/20/2005,3.9826272,-3.6735718,1.6378453,-3.6630723,3.8176,89.1208653,2.629184171,-4.8831592,8.284426229,47.169353,2005,1,20,0,20,Observation,0,0,0,0,0
1/21/2005,-0.33043382,-8.120013,0.053609468,-8.04282341,3.8176,92.9384653,0.130439054,-6.260656571,1.553605724,7.973593,2005,1,21,0,21,Observation,0,0,0,0,0
1/22/2005,-4.5850735,-9.605767,0,-10.91302025,3.8176,96.7560653,-0.94444196,-7.4074714,0.41452101,1.6378453,2005,1,22,0,22,Observation,0,0,0,0,0
1/23/2005,-4.929703,-9.906309,6.3150954,-11.235606,3.8176,100.5736653,-2.05327896,-8.517747686,1.316677495,6.3150954,2005,1,23,0,23,Observation,0,0,0,0,0
1/24/2005,-1.5430968,-12.954306,1.2098781,-11.0663014,3.8176,104.3912653,-2.178566989,-9.169423543,1.489517224,6.3150954,2005,1,24,0,24,Observation,0,0,0,0,0
1/25/2005,2.8854887,-3.1921299,0.07916012,-3.9709206,3.8176,108.2088653,-1.126372646,-8.116552243,1.327941198,6.3150954,2005,1,25,0,25,Observation,0,0,0,0,0
1/26/2005,9.2306185,-1.2615142,0.23116592,0.16695215,3.8176,112.0264653,0.672918183,-6.959087271,1.360964901,6.3150954,2005,1,26,0,26,Observation,0,0,0,0,0
1/27/2005,-1.4282053,-8.736298,0.41815916,-8.89985165,3.8176,115.8440653,-0.100057889,-7.682333871,1.186724024,6.3150954,2005,1,27,0,27,Observation,0,0,0,0,0
1/28/2005,-1.5916003,-11.0620775,0,-10.1444389,3.8176,119.6616653,-0.280224529,-8.1026288,1.179065529,6.3150954,2005,1,28,0,28,Observation,0,0,0,0,0
1/29/2005,1.9968915,-10.28144,0,-7.95987425,3.8176,123.4792653,0.660056186,-8.199153514,1.179065529,6.3150954,2005,1,29,0,29,Observation,0,0,0,0,0
1/30/2005,1.7957255,-3.6016953,11.672125,-4.7205849,3.8176,127.2968653,1.620831686,-7.298494414,1.944355471,11.672125,2005,1,30,0,30,Observation,0,0,0,0,0
1/31/2005,3.9709475,-5.51806,3.803,-4.59115625,3.8176,131.1144653,2.4085523,-6.236173557,2.314801457,11.672125,2005,1,31,0,31,Observation,0,0,0,0,0
2/1/2005,4.5518045,-7.0915594,0,-5.08747745,3.8176,134.9320653,2.646597414,-6.793234914,2.303492869,11.672125,2005,2,1,0,32,Observation,0,0,0,0,0
2/2/2005,6.7936354,-8.114381,0,-4.4779728,3.8176,138.7496653,2.298456971,-7.772215886,2.270469166,11.672125,2005,2,2,0,33,Observation,0,0,0,0,0
2/3/2005,2.5993662,-1.8420058,0,-3.4389198,3.8176,142.5672653,2.873824329,-6.787317,2.210732143,11.672125,2005,2,3,0,34,Observation,0,0,0,0,0
2/4/2005,8.400678,-0.09082127,2.129622,0.337328365,3.8176,146.3848653,4.301292657,-5.219994681,2.514963857,11.672125,2005,2,4,0,35,Observation,0,0,0,0,0
2/5/2005,12.760551,-1.0677576,0,2.0287967,3.8176,150.2024653,5.8389583,-3.903754339,2.514963857,11.672125,2005,2,5,0,36,Observation,0,0,0,0,0
2/6/2005,13.539771,-2.9656708,0,1.4694501,3.8176,154.0200653,7.516679086,-3.812893696,0.847517429,3.803,2005,2,6,0,37,Observation,0,0,0,0,0
